ID,ALIAS,FULL_NAME,CLUB,LEAGUE,NATIONALITY,OVERALL
189196,Caiuby,Caiuby Fr. da Silva,FC Augsburg,German Bundesliga,Brazil,75
208141,Gabriel,Gabriel Appelt Pires,CD Leganés,Spanish Primera División,Brazil,75
164878,L. Refaelov,Lior Refaelov,Club Brugge KV,Belgian First Division A,Israel,75
216335,Y. Gazinskiy,Yuriy Gazinskiy,FC Krasnodar,Russian Premier League,Russia,75
143632,V. Demirel,Volkan Demirel,Fenerbahçe SK,Turkish Süper Lig,Turkey,75
160016,J. Epazo,Jefferson Epazo,Deportes Iquique,Chilean Primera División,Chile,75
195088,M. Ninković,Miloš Ninković,Sydney FC,Australian A-League,Serbia,75
54033,T. Huddlestone,Tom Huddlestone,Derby County,English Championship,England,75
51730,M. Maccarone,Massimo Maccarone,Brisbane Roar,Australian A-League,Italy,75
184082,L. Koné,Lamine Koné,Sunderland,English Championship,Ivory Coast,75
186130,J. Chester,James Chester,Aston Villa,English Championship,Wales,75
193554,D. Sakho,Diafra Sakho,West Ham United,English Premier League,Senegal,75
212755,J. Hendrix,Jorrit Hendrix,PSV,Holland Eredivisie,Netherlands,75
200212,M. Esser,Michael Esser,Hannover 96,German Bundesliga,Germany,75
212245,Y. Gerhardt,Yannick Gerhardt,VfL Wolfsburg,German Bundesliga,Germany,75
223765,R. Bauer,Robert Bauer,SV Werder Bremen,German Bundesliga,Germany,75
230165,Simão Donatinho,Simão Alvin Donatinho Garcia,Clube Atlético Paranaense,Campeonato Brasileiro Série A,Brazil,75
203030,R. Knoche,Robin Knoche,VfL Wolfsburg,German Bundesliga,Germany,75
188182,L. Balogun,Leon Balogun,1. FSV Mainz 05,German Bundesliga,Nigeria,75
189207,J. Durmaz,Jimmy Durmaz,Toulouse FC,French Ligue 1,Sweden,75
208920,N. Aké,Nathan Aké,Bournemouth,English Premier League,Netherlands,75
191256,O. Hawsawi,Osama Hawsawi,Al Hilal,Saudi Professional League,Saudi Arabia,75
195096,Fransérgio,Fransérgio Rodrigues Barbosa,SC Braga,Portuguese Primeira Liga,Brazil,75
215322,J. Silva,Jonathan Silva,Sporting CP,Portuguese Primeira Liga,Argentina,75
205083,F. Fajr,Fayçal Fajr,Getafe CF,Spanish Primera División,Morocco,75
160027,R. Jardelino,Raul Jardelino,Universidad Católica,Chilean Primera División,Chile,75
186395,M. Ritchie,Matt Ritchie,Newcastle United,English Premier League,Scotland,75
168732,D. Milićević,Danijel Milićević,KAA Gent,Belgian First Division A,Bosnia Herzegovina,75
235805,F. Chiesa,Federico Chiesa,Fiorentina,Italian Serie A,Italy,75
187421,J. Hernández,Jorge Hernández,Pachuca,Mexican Liga MX,Mexico,75
200478,J. Hendrick,Jeff Hendrick,Burnley,English Premier League,Republic of Ireland,75
205855,M. Livaja,Marko Livaja,AEK Athens,Greek Super League,Croatia,75
193311,P. Bargfrede,Philipp Bargfrede,SV Werder Bremen,German Bundesliga,Germany,75
186912,C. Träsch,Christian Träsch,FC Ingolstadt 04,German 2. Bundesliga,Germany,75
219681,J. Amavi,Jordan Amavi,Olympique de Marseille,French Ligue 1,France,75
163873,Eduardo,Eduardo dos Reis Carvalho,Chelsea,English Premier League,Portugal,75
231969,R. Malinovskyi,Ruslan Malinovskyi,KRC Genk,Belgian First Division A,Ukraine,75
198946,D. D'Ambrosio,Danilo D'Ambrosio,Inter,Italian Serie A,Italy,75
160034,I. Herreras,Italo Herreras,Colo-Colo,Chilean Primera División,Chile,75
235042,D. Liénard,Dimitri Liénard,RC Strasbourg,French Ligue 1,France,75
107298,Y. Pelé,Yohann Pelé,Olympique de Marseille,French Ligue 1,France,75
196899,Héldon,Héldon Augusto Almeida Ramos,Vitória Guimarães,Portuguese Primeira Liga,Cape Verde,75
221219,G. Conti,Germán Conti,Colon de Santa Fe,Argentinian Superliga,Argentina,75
54051,W. Routledge,Wayne Routledge,Swansea City,English Premier League,England,75
210212,Garry Rodrigues,Garry Mendes Rodrigues,Galatasaray SK,Turkish Süper Lig,Cape Verde,75
198949,K. Malcuit,Kévin Malcuit,LOSC Lille,French Ligue 1,France,75
202789,A. Schwolow,Alexander Schwolow,SC Freiburg,German Bundesliga,Germany,75
186405,F. Di Santo,Franco Di Santo,FC Schalke 04,German Bundesliga,Argentina,75
190502,G. Sertic,Grégory Sertic,Olympique de Marseille,French Ligue 1,France,75
193062,M. Zeegelaar,Marvin Zeegelaar,Watford,English Premier League,Netherlands,75
202024,R. Freuler,Remo Freuler,Atalanta,Italian Serie A,Switzerland,75
173608,Joselu,José Luis Sanmartín Mato,Newcastle United,English Premier League,Spain,75
179752,O. Cardozo,Óscar Cardozo,,,Paraguay,75
223017,O. Şahiner,Ömer Ali Şahiner,Atiker Konyaspor,Turkish Süper Lig,Turkey,75
202282,S. Armstrong,Stuart Armstrong,Celtic,Scottish Premiership,Scotland,75
155946,R. Snodgrass,Robert Snodgrass,Aston Villa,English Championship,Scotland,75
228650,Francisco Geraldes,Francisco Geraldes,Rio Ave FC,Portuguese Primeira Liga,Portugal,75
202539,L. Griffiths,Leigh Griffiths,Celtic,Scottish Premiership,Scotland,75
174379,G. Castro,Gonzalo Castro,Málaga CF,Spanish Primera División,Uruguay,75
202541,Jota,Jose Ignacio Peleteiro Ramallo,Birmingham City,English Championship,Spain,75
212269,R. Bazoer,Riechedly Bazoer,VfL Wolfsburg,German Bundesliga,Netherlands,75
230189,Silas Almeim,Silas Enaldo Barros de Almeida,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,75
229167,M. Rashica,Milot Rashica,Vitesse,Holland Eredivisie,Kosovo,75
176687,A. Beck,Andreas Beck,VfB Stuttgart,German Bundesliga,Germany,75
217648,G. Haraguchi,Genki Haraguchi,Hertha BSC Berlin,German Bundesliga,Japan,75
160048,O. Budeaga,Oscar Budeaga,Colo-Colo,Chilean Primera División,Chile,75
198193,R. Mak,Róbert Mak,PAOK Thessaloniki,Greek Super League,Slovakia,75
204338,C. Kerbrat,Christophe Kerbrat,En Avant de Guingamp,French Ligue 1,France,75
140082,Rafael,Rafael Pinheiro Andrade Bittencourt,Cagliari,Italian Serie A,Brazil,75
234035,Odriozola,Álvaro Odriozola Arzalluz,Real Sociedad,Spanish Primera División,Spain,75
